#{"t_start": 1709852568.9109983, "env_id": null}
r,l,t
12.900013,129,1471.616962
8.799997,88,1471.622246
13.3000145,133,1471.62779
13.500015,135,1471.638995
13.700016,137,1471.650141
10.600004,106,1471.66118
11.800009,118,1471.701961
15.000021,150,1471.717323
8.399996,84,1471.722269
8.299995,83,1471.727513
13.3000145,133,1471.756598
13.100014,131,1471.761672
11.100006,111,1471.776287
13.200014,132,1471.796181
26.600027,166,1471.796249
8.699997,87,1471.80117
15.4000225,154,1471.817929
17.000029,170,1471.818002
10.500004,105,1471.853391
12.900013,129,1471.8585
17.900032,179,1471.863714
17.900032,179,1471.863782
16.800028,168,1471.878884
13.600016,136,1471.888926
7.699995,77,1471.894388
10.900005,109,1471.899284
12.500011,125,1471.91854
12.20001,122,1471.92331
9.199999,92,1471.928361
19.400038,194,1471.938639
8.099995,81,1471.95349
10.500004,105,1471.953559
19.500038,195,1471.969724
6.599996,66,1471.984838
11.900009,119,1471.990122
13.900017,139,1471.990248
7.799995,78,1472.001706
12.20001,122,1472.011573
9.6,96,1472.011647
11.000006,110,1472.035889
11.700008,117,1472.040813
14.000017,140,1472.06068
14.300018,143,1472.070796
22.300049,223,1472.085739
10.300003,103,1472.091359
23.300053,233,1472.138608
18.200033,182,1472.148139
33.700054,237,1472.15753
16.000025,160,1472.162659
16.000025,160,1472.19605
14.600019,146,1472.219464
6.2999964,63,1472.234034
7.899995,79,1472.249094
0.1,1,1476.124921
0.1,1,1476.124994
0.2,2,1476.130318
0.3,3,1476.135725
0.4,4,1476.140856
0.4,4,1476.140923
0.70000005,7,1476.156553
0.8000001,8,1476.161809
1.0000001,10,1476.171958
1.0000001,10,1476.172029
1.1000001,11,1476.177149
1.6000003,16,1476.202258
1.9000003,19,1476.217855
2.1000001,21,1476.228162
2.9999993,30,1476.273434
3.399999,34,1476.293477
3.399999,34,1476.293564
3.4999988,35,1476.29895
3.8999984,39,1476.319742
3.8999984,39,1476.319813
3.9999983,40,1476.324936
4.0999985,41,1476.330353
4.1999984,42,1476.335516
4.2999983,43,1476.340767
4.699998,47,1476.362174
4.799998,48,1476.36719
4.8999977,49,1476.372168
4.9999976,50,1476.377271
5.0999975,51,1476.382482
5.0999975,51,1476.382547
5.499997,55,1476.402579
5.599997,56,1476.407576
5.699997,57,1476.413491
5.699997,57,1476.413558
6.1999965,62,1476.437937
7.699995,77,1476.509526
7.899995,79,1476.519079
8.199995,82,1476.533129
8.199995,82,1476.533197
8.199995,82,1476.533221
8.799997,88,1476.560913
8.899998,89,1476.565752
8.999998,90,1476.57079
8.999998,90,1476.570909
9.099998,91,1476.58728
19.5,95,1476.5971
10.000002,100,1476.62516
10.100002,101,1476.625236
20.400003,104,1476.639342
10.600004,106,1476.648804
10.000002,100,1476.658136
10.600004,106,1476.667924
21.100006,111,1476.673138
9.199999,92,1476.683293
7.799995,78,1476.706794
8.199995,82,1476.73459
12.500011,125,1476.739299
7.799995,78,1476.744188
8.199995,82,1476.758049
10.400003,104,1476.823161
10.600004,106,1476.832744
14.500019,145,1476.832816
11.400007,114,1476.846984
14.900021,149,1476.851772
15.000021,150,1476.856556
13.200014,132,1476.861349
14.300018,143,1476.87089
11.900009,119,1476.870958
9.900002,99,1476.885139
15.4000225,154,1476.894965
15.500023,155,1476.895041
9.800001,98,1476.904578
15.100021,151,1476.909321
13.100014,131,1476.909387
16.200026,162,1476.914211
16.300026,163,1476.918962
16.300026,163,1476.919029
11.500008,115,1476.933058
8.399996,84,1476.933129
16.700027,167,1476.9378
7.9999948,80,1476.942529
11.500008,115,1476.956613
16.700027,167,1476.971013
12.500011,125,1476.971083
17.40003,174,1476.971106
16.400026,164,1476.975925
8.199995,82,1476.986161
12.20001,122,1476.996574
17.800032,178,1476.996645
10.300003,103,1477.011381
28.300034,183,1477.016088
9.199999,92,1477.025608
10.000002,100,1477.049338
19.200037,192,1477.058848
6.699996,67,1477.058923
19.600039,196,1477.07781
12.00001,120,1477.106269
12.00001,120,1477.106348
20.400042,204,1477.115867
7.9999948,80,1477.125375
20.700043,207,1477.130208
10.700005,107,1477.134984
10.700005,107,1477.149189
10.900005,109,1477.168053
9.4,94,1477.182379
32.100048,221,1477.196404
8.099995,81,1477.210412
7.499995,75,1477.2105
19.200037,192,1477.224465
17.800032,178,1477.229371
7.899995,79,1477.248036
12.800013,128,1477.275967
8.199995,82,1477.285639
14.000017,140,1477.290939
18.800035,188,1477.304414
8.299995,83,1477.310116
11.500008,115,1477.310204
13.100014,131,1477.310233
20.400042,204,1477.315729
9.6,96,1477.321343
12.800013,128,1477.321426
13.800016,138,1477.337378
16.400026,164,1477.362687
0.1,1,1481.485181
0.1,1,1481.485254
0.70000005,7,1481.51642
1.1000001,11,1481.535395
1.2000002,12,1481.540407
1.3000002,13,1481.545568
1.7000003,17,1481.567558
1.8000003,18,1481.572559
1.9000003,19,1481.578247
2.1000001,21,1481.587965
2.3,23,1481.59794
2.3999999,24,1481.603163
2.4999998,25,1481.608096
2.7999995,28,1481.623206
3.199999,32,1481.642807
3.5999987,36,1481.663784
3.7999985,38,1481.67363
3.8999984,39,1481.678725
3.9999983,40,1481.683744
3.9999983,40,1481.683814
3.9999983,40,1481.683843
4.2999983,43,1481.698383
4.499998,45,1481.708321
4.499998,45,1481.708393
4.8999977,49,1481.728706
4.8999977,49,1481.728776
5.399997,54,1481.752487
5.499997,55,1481.757291
5.699997,57,1481.767322
5.799997,58,1481.772191
6.0999966,61,1481.787231
6.0999966,61,1481.787308
6.0999966,61,1481.787335
16.399998,64,1481.801998
6.699996,67,1481.816601
7.0999956,71,1481.835331
7.3999953,74,1481.849527
7.3999953,74,1481.849601
7.9999948,80,1481.878946
5.8999968,59,1481.898524
8.799997,88,1481.919198
8.799997,88,1481.919281
7.599995,76,1481.924519
4.9999976,50,1481.929773
9.199999,92,1481.939333
9.4,94,1481.949085
9.700001,97,1481.963431
19.800001,98,1481.968263
7.799995,78,1481.973161
9.900002,99,1481.973242
10.000002,100,1481.978323
10.400003,104,1481.99702
8.099995,81,1482.001811
6.599996,66,1482.006736
10.900005,109,1482.021222
10.200003,102,1482.04515
7.599995,76,1482.05021
9.900002,99,1482.055659
12.00001,120,1482.07507
11.100006,111,1482.085071
8.599997,86,1482.085143
12.600012,126,1482.104432
12.700012,127,1482.109457
7.0999956,71,1482.114814
13.000013,130,1482.12556
13.100014,131,1482.130599
13.100014,131,1482.130672
5.9999967,60,1482.145517
13.600016,136,1482.155054
7.599995,76,1482.159876
13.200014,132,1482.169523
8.599997,86,1482.174353
14.600019,146,1482.20335
14.70002,147,1482.20833
15.200022,152,1482.232181
8.899998,89,1482.251165
12.900013,129,1482.256009
11.300007,113,1482.260831
10.000002,100,1482.260901
15.700024,157,1482.260929
15.900024,159,1482.265728
11.300007,113,1482.279963
16.600027,166,1482.299101
7.899995,79,1482.303926
13.700016,137,1482.313507
15.200022,152,1482.318368
7.9999948,80,1482.318439
8.999998,90,1482.341711
17.50003,175,1482.346751
9.700001,97,1482.356623
11.000006,110,1482.376107
18.200033,182,1482.385894
14.400019,144,1482.390832
6.599996,66,1482.400743
9.199999,92,1482.420019
12.900013,129,1482.420091
8.999998,90,1482.420116
12.400011,124,1482.457942
13.700016,137,1482.472594
20.400042,204,1482.488072
16.600027,166,1482.488155
16.000025,160,1482.493001
10.800005,108,1482.493067
18.900036,189,1482.530184
16.700027,167,1482.549949
12.800013,128,1482.554883
9.099998,91,1482.579052
12.500011,125,1482.58869
13.600016,136,1482.588762
9.199999,92,1482.607913
13.200014,132,1482.622654
5.399997,54,1482.622733
9.700001,97,1482.637404
14.100018,141,1482.642156
12.300011,123,1482.651824
24.400057,244,1482.684818
11.700008,117,1482.700248
23.100052,231,1482.714839
14.80002,148,1482.724193
11.400007,114,1482.729088
10.200003,102,1482.733869
8.799997,88,1482.733939
0.1,1,1486.612054
0.2,2,1486.617201
0.5,5,1486.632055
0.70000005,7,1486.641548
0.70000005,7,1486.641617
0.70000005,7,1486.641637
1.0000001,10,1486.656413
1.1000001,11,1486.661598
1.1000001,11,1486.661666
1.2000002,12,1486.66651
1.4000002,14,1486.676089
1.5000002,15,1486.680998
2.1000001,21,1486.711868
2.2,22,1486.716964
2.4999998,25,1486.731656
2.8999994,29,1486.750814
2.9999993,30,1486.755591
2.9999993,30,1486.755659
3.199999,32,1486.765206
3.299999,33,1486.769972
3.299999,33,1486.770043
3.399999,34,1486.775008
3.4999988,35,1486.780371
3.7999985,38,1486.802532
3.8999984,39,1486.810334
4.0999985,41,1486.824159
4.0999985,41,1486.824238
4.1999984,42,1486.830711
4.699998,47,1486.857904
5.2999973,53,1486.888681
6.1999965,62,1486.934686
6.3999963,64,1486.944655
6.499996,65,1486.949875
6.699996,67,1486.959638
6.899996,69,1486.969459
7.3999953,74,1486.99412
7.899995,79,1487.018928
7.0999956,71,1487.033415
8.199995,82,1487.033485
8.799997,88,1487.06174
8.999998,90,1487.071211
9.6,96,1487.09984
9.900002,99,1487.114038
10.200003,102,1487.128345
6.9999957,70,1487.133269
10.400003,104,1487.138503
10.700005,107,1487.153042
11.000006,110,1487.167285
11.000006,110,1487.167355
11.300007,113,1487.181487
21.300007,113,1487.181557
11.500008,115,1487.191127
11.500008,115,1487.191205
7.899995,79,1487.215214
9.900002,99,1487.220009
8.699997,87,1487.220078
12.20001,122,1487.224808
8.999998,90,1487.224875
12.300011,123,1487.229675
12.500011,125,1487.239894
11.900009,119,1487.246125
11.100006,111,1487.246207
12.500011,125,1487.251351
11.500008,115,1487.251426
12.10001,121,1487.256377
12.800013,128,1487.256447
23.000013,130,1487.266699
12.900013,129,1487.266767
13.200014,132,1487.276019
12.900013,129,1487.295096
8.399996,84,1487.351488
15.000021,150,1487.360818
12.300011,123,1487.37029
12.800013,128,1487.399571
15.900024,159,1487.404376
12.400011,124,1487.418755
14.80002,148,1487.418826
16.600027,166,1487.438521
10.900005,109,1487.478868
12.10001,121,1487.478953
17.20003,172,1487.52074
14.400019,144,1487.525962
11.900009,119,1487.543625
16.700027,167,1487.553976
10.000002,100,1487.564312
12.20001,122,1487.569426
19.100037,191,1487.569504
8.399996,84,1487.56953
15.000021,150,1487.574555
19.300037,193,1487.579689
16.300026,163,1487.595074
6.699996,67,1487.600015
17.40003,174,1487.610085
12.700012,127,1487.619915
30.20004,202,1487.624767
15.700024,157,1487.634708
10.800005,108,1487.634782
7.899995,79,1487.639565
7.899995,79,1487.644357
9.4,94,1487.649238
8.599997,86,1487.654043
12.800013,128,1487.663695
18.200033,182,1487.673239
9.6,96,1487.701424
21.600046,216,1487.715479
9.6,96,1487.724748
13.500015,135,1487.724819
22.900051,229,1487.752565
11.700008,117,1487.757262
12.600012,126,1487.757328
13.700016,137,1487.785484
12.800013,128,1487.794937
11.900009,119,1487.799684
10.700005,107,1487.79975
7.9999948,80,1487.799772
10.300003,103,1487.799791
11.500008,115,1487.819087
16.400026,164,1487.819161
13.100014,131,1487.833938
8.699997,87,1487.847997
8.399996,84,1487.852692
10.200003,102,1487.862011
13.900017,139,1487.871344
0.4,4,1491.720841
0.5,5,1491.726403
0.9000001,9,1491.74756
1.0000001,10,1491.752488
1.5000002,15,1491.776659
1.6000003,16,1491.781657
1.8000003,18,1491.791576
1.8000003,18,1491.791644
1.8000003,18,1491.791665
1.9000003,19,1491.796765
2.0000002,20,1491.802622
2.3999999,24,1491.826354
2.4999998,25,1491.832322
13.2,32,1491.872471
3.5999987,36,1491.894764
3.9999983,40,1491.916192
4.0999985,41,1491.921311
4.1999984,42,1491.926455
4.499998,45,1491.942222
4.699998,47,1491.953466
4.799998,48,1491.958587
4.8999977,49,1491.965011
5.1999974,52,1491.981895
5.499997,55,1491.998403
5.599997,56,1492.003584
15.5999975,56,1492.003664
5.799997,58,1492.01498
6.1999965,62,1492.035697
6.2999964,63,1492.040806
6.699996,67,1492.062156
6.899996,69,1492.072689
7.1999955,72,1492.088336
7.2999954,73,1492.09358
7.599995,76,1492.109464
7.799995,78,1492.120015
7.899995,79,1492.125252
7.899995,79,1492.125333
7.499995,75,1492.130929
8.099995,81,1492.136132
8.599997,86,1492.162501
8.699997,87,1492.167861
8.799997,88,1492.173018
8.499996,85,1492.177964
9.299999,93,1492.197804
9.4,94,1492.203116
9.5,95,1492.208745
9.700001,97,1492.219751
9.900002,99,1492.231067
10.100002,101,1492.241498
8.999998,90,1492.266886
10.600004,106,1492.266967
10.800005,108,1492.27668
9.800001,98,1492.27676
11.000006,110,1492.286598
9.900002,99,1492.306259
9.5,95,1492.312101
9.900002,99,1492.323629
12.00001,120,1492.342173
7.9999948,80,1492.342245
12.10001,121,1492.347904
12.400011,124,1492.366652
11.800009,118,1492.390565
11.400007,114,1492.4291
8.399996,84,1492.443099
9.6,96,1492.452542
13.900017,139,1492.457202
8.599997,86,1492.483086
14.900021,149,1492.508545
24.90002,149,1492.508617
9.5,95,1492.513883
15.700024,157,1492.548416
9.199999,92,1492.581012
13.700016,137,1492.604917
10.100002,101,1492.60989
7.1999955,72,1492.614917
9.700001,97,1492.624129
7.9999948,80,1492.624197
17.30003,173,1492.624218
6.699996,67,1492.633535
14.300018,143,1492.651835
9.900002,99,1492.651904
7.3999953,74,1492.667098
18.300034,183,1492.672325
18.600035,186,1492.686658
14.100018,141,1492.695939
8.299995,83,1492.700583
16.800028,168,1492.71499
10.700005,107,1492.72925
19.600039,196,1492.733951
13.3000145,133,1492.734022
11.100006,111,1492.752217
9.6,96,1492.762195
17.800032,178,1492.766884
14.200018,142,1492.771478
8.399996,84,1492.790248
9.4,94,1492.795424
16.500027,165,1492.800269
11.600008,116,1492.804837
3.299999,33,1492.809449
14.80002,148,1492.823734
21.600046,216,1492.828623
16.000025,160,1492.828698
13.800016,138,1492.833279
31.800047,218,1492.837903
14.200018,142,1492.847196
10.500004,105,1492.856268
13.400015,134,1492.897474
18.300034,183,1492.902591
18.400034,184,1492.902663
15.200022,152,1492.907678
16.400026,164,1492.927222
22.000048,220,1492.932127
15.500023,155,1492.950835
12.400011,124,1492.964924
11.500008,115,1492.992795
10.400003,104,1493.002185
11.000006,110,1493.006921
0.1,1,1496.844702
0.3,3,1496.855566
0.4,4,1496.860771
0.70000005,7,1496.875829
0.8000001,8,1496.881351
11.1,11,1496.896216
1.4000002,14,1496.911043
1.7000003,17,1496.926238
1.9000003,19,1496.936733
2.2,22,1496.952024
2.3,23,1496.957098
2.3,23,1496.957169
2.4999998,25,1496.967396
2.7999995,28,1496.982539
2.8999994,29,1496.987519
3.6999986,37,1497.027302
3.6999986,37,1497.027375
3.8999984,39,1497.037106
3.9999983,40,1497.041929
3.9999983,40,1497.041999
4.399998,44,1497.061004
4.699998,47,1497.075199
4.799998,48,1497.080232
5.0999975,51,1497.094102
5.1999974,52,1497.099355
5.1999974,52,1497.099433
5.8999968,59,1497.133058
5.8999968,59,1497.133132
5.8999968,59,1497.133154
5.9999967,60,1497.137947
6.499996,65,1497.163147
6.699996,67,1497.173371
6.799996,68,1497.17819
6.799996,68,1497.178261
6.799996,68,1497.178283
6.899996,69,1497.182947
16.999996,70,1497.187606
7.1999955,72,1497.196852
7.1999955,72,1497.196923
7.2999954,73,1497.201485
7.499995,75,1497.210635
7.499995,75,1497.210705
7.2999954,73,1497.215712
7.599995,76,1497.215784
7.799995,78,1497.225677
7.899995,79,1497.235271
8.099995,81,1497.239914
8.299995,83,1497.249149
8.499996,85,1497.258268
8.999998,90,1497.281555
9.199999,92,1497.291453
9.199999,92,1497.291531
10.200003,102,1497.33946
8.899998,89,1497.344662
10.500004,105,1497.354148
10.600004,106,1497.359161
8.899998,89,1497.384414
8.799997,88,1497.39474
11.100006,111,1497.404501
7.799995,78,1497.419333
8.199995,82,1497.424588
8.299995,83,1497.429843
8.399996,84,1497.444577
12.700012,127,1497.464628
13.100014,131,1497.485186
13.400015,134,1497.50051
12.800013,128,1497.510544
12.700012,127,1497.524098
11.800009,118,1497.547347
7.9999948,80,1497.586221
15.100021,151,1497.609272
10.600004,106,1497.620032
10.900005,109,1497.620118
13.400015,134,1497.640946
10.100002,101,1497.656622
9.299999,93,1497.666534
16.200026,162,1497.666608
8.999998,90,1497.666638
11.500008,115,1497.691256
16.000025,160,1497.691328
8.299995,83,1497.696533
12.10001,121,1497.701435
9.099998,91,1497.701506
9.6,96,1497.711124
10.400003,104,1497.716383
12.400011,124,1497.735579
9.299999,93,1497.735651
15.000021,150,1497.744956
14.100018,141,1497.758974
11.000006,110,1497.768419
6.9999957,70,1497.79162
17.100029,171,1497.801124
29.100037,191,1497.805756
11.600008,116,1497.805826
14.100018,141,1497.810495
6.499996,65,1497.810564
29.300037,193,1497.815878
12.400011,124,1497.820875
10.500004,105,1497.835372
12.00001,120,1497.854028
9.900002,99,1497.854097
13.100014,131,1497.863461
8.099995,81,1497.868181
11.400007,114,1497.877337
7.699995,77,1497.887163
9.900002,99,1497.896295
15.300022,153,1497.905643
13.200014,132,1497.905716
14.500019,145,1497.910607
18.500034,185,1497.915271
31.700047,217,1497.929306
20.10004,201,1497.934212
11.700008,117,1497.953308
16.400026,164,1497.962985
6.2999964,63,1497.96795
16.000025,160,1497.981969
32.90005,229,1497.986665
22.900051,229,1497.986739
11.500008,115,1498.010054
12.300011,123,1498.056229
7.899995,79,1498.071222
11.700008,117,1498.103703
18.900036,189,1498.108388
15.100021,151,1498.10846
0.1,1,1502.007801
0.1,1,1502.007877
0.2,2,1502.013182
0.6,6,1502.03328
0.70000005,7,1502.038096
1.0000001,10,1502.052873
1.0000001,10,1502.052943
1.4000002,14,1502.072978
1.7000003,17,1502.088616
11.900001,19,1502.098739
2.1000001,21,1502.108633
2.1000001,21,1502.108754
3.299999,33,1502.169755
3.399999,34,1502.174523
3.8999984,39,1502.198617
4.2999983,43,1502.218062
4.399998,44,1502.222993
4.599998,46,1502.234455
4.699998,47,1502.239369
4.799998,48,1502.2443
4.8999977,49,1502.249302
4.8999977,49,1502.249367
4.9999976,50,1502.254137
4.9999976,50,1502.254201
5.0999975,51,1502.258955
5.1999974,52,1502.26397
5.599997,56,1502.283758
5.699997,57,1502.291852
5.799997,58,1502.297853
5.799997,58,1502.297949
5.799997,58,1502.297982
5.9999967,60,1502.309136
6.0999966,61,1502.315441
6.1999965,62,1502.320922
6.2999964,63,1502.32595
6.2999964,63,1502.32602
6.2999964,63,1502.331962
6.9999957,70,1502.362449
7.0999956,71,1502.367358
7.3999953,74,1502.381861
7.499995,75,1502.386758
6.899996,69,1502.406027
8.799997,88,1502.448815
6.899996,69,1502.458328
9.199999,92,1502.467934
8.199995,82,1502.46801
9.800001,98,1502.496741
7.799995,78,1502.501579
8.799997,88,1502.539161
10.700005,107,1502.539236
10.800005,108,1502.544087
20.800005,108,1502.544158
9.800001,98,1502.564295
11.400007,114,1502.574021
11.500008,115,1502.579138
7.2999954,73,1502.583987
11.700008,117,1502.588823
11.900009,119,1502.59841
11.900009,119,1502.598496
8.599997,86,1502.603246
7.799995,78,1502.627361
12.700012,127,1502.637211
12.900013,129,1502.647285
6.9999957,70,1502.661928
12.700012,127,1502.666825
23.600016,136,1502.681217
10.600004,106,1502.695698
8.099995,81,1502.705227
14.400019,144,1502.719449
9.4,94,1502.719524
9.700001,97,1502.724239
15.4000225,154,1502.76758
10.100002,101,1502.786653
10.900005,109,1502.786723
8.499996,85,1502.791479
16.200026,162,1502.805767
10.400003,104,1502.820038
16.600027,166,1502.824839
11.000006,110,1502.835453
11.300007,113,1502.840317
15.300022,153,1502.845548
17.000029,170,1502.845618
12.20001,122,1502.855233
17.50003,175,1502.869617
12.900013,129,1502.893395
6.599996,66,1502.898212
18.200033,182,1502.902985
18.200033,182,1502.907758
18.500034,185,1502.917355
18.700035,187,1502.926797
11.300007,113,1502.931631
7.899995,79,1502.969388
14.70002,147,1502.969458
10.500004,105,1502.974183
13.800016,138,1502.993528
13.800016,138,1502.998397
7.499995,75,1503.04176
10.300003,103,1503.041828
20.400042,204,1503.041849
12.400011,124,1503.046604
12.300011,123,1503.051382
21.500046,215,1503.070149
9.199999,92,1503.079667
32.20005,222,1503.093712
7.799995,78,1503.093782
15.4000225,154,1503.103175
17.100029,171,1503.1267
12.300011,123,1503.131597
8.999998,90,1503.155351
17.700031,177,1503.15542
12.300011,123,1503.155441
10.200003,102,1503.155459
19.200037,192,1503.160144
16.500027,165,1503.16021
12.300011,123,1503.16494
11.2000065,112,1503.184718
15.100021,151,1503.194268
14.500019,145,1503.199414
18.200033,182,1503.204293
8.199995,82,1503.228072
14.400019,144,1503.237313
14.500019,145,1503.237383
8.299995,83,1503.241978
9.900002,99,1503.242046
13.500015,135,1503.246889
7.3999953,74,1503.256408
7.599995,76,1503.256478
0.1,1,1507.218923
0.3,3,1507.229943
0.5,5,1507.240037
1.0000001,10,1507.264861
1.2000002,12,1507.274921
1.3000002,13,1507.280281
1.3000002,13,1507.28035
2.0000002,20,1507.315907
2.3999999,24,1507.335733
2.7999995,28,1507.35546
3.199999,32,1507.376264
3.299999,33,1507.381591
3.4999988,35,1507.393413
3.9999983,40,1507.423721
3.9999983,40,1507.423808
4.8999977,49,1507.474781
4.9999976,50,1507.48062
5.9999967,60,1507.53295
6.499996,65,1507.561538
16.699997,67,1507.573672
6.799996,68,1507.580511
7.1999955,72,1507.606156
7.599995,76,1507.626248
7.699995,77,1507.631809
8.199995,82,1507.655625
8.199995,82,1507.655697
7.9999948,80,1507.660329
8.299995,83,1507.660397
8.499996,85,1507.669781
8.099995,81,1507.674686
8.899998,89,1507.689313
8.999998,90,1507.694163
9.199999,92,1507.703446
8.099995,81,1507.708199
19.800001,98,1507.73145
10.000002,100,1507.740859
10.000002,100,1507.740931
10.100002,101,1507.745636
10.100002,101,1507.745719
10.200003,102,1507.750325
10.700005,107,1507.774018
10.900005,109,1507.783541
11.2000065,112,1507.797562
11.2000065,112,1507.797636
10.300003,103,1507.802515
11.900009,119,1507.831639
9.099998,91,1507.831709
9.6,96,1507.836511
8.599997,86,1507.864977
9.700001,97,1507.883774
23.700016,137,1507.917596
13.800016,138,1507.922539
24.000017,140,1507.932265
14.400019,144,1507.951689
14.70002,147,1507.967139
13.400015,134,1507.96721
9.099998,91,1507.986939
15.100021,151,1507.98701
25.300022,153,1507.996832
15.500023,155,1508.006379
8.899998,89,1508.01117
14.500019,145,1508.021234
16.500027,165,1508.054639
16.600027,166,1508.059427
16.800028,168,1508.069658
8.799997,88,1508.080399
12.20001,122,1508.085527
6.3999963,64,1508.085603
10.900005,109,1508.100355
17.50003,175,1508.105481
17.60003,176,1508.110599
7.599995,76,1508.110669
7.599995,76,1508.115499
14.70002,147,1508.12496
6.899996,69,1508.135843
9.6,96,1508.141911
8.399996,84,1508.141984
10.700005,107,1508.152714
28.600035,186,1508.162213
18.800035,188,1508.172141
19.000036,190,1508.182443
19.000036,190,1508.182524
6.9999957,70,1508.211493
17.700031,177,1508.216976
19.80004,198,1508.222315
12.10001,121,1508.249439
8.499996,85,1508.254318
16.900028,169,1508.254385
30.800043,208,1508.274935
12.600012,126,1508.280821
21.100044,211,1508.290911
21.300045,213,1508.301665
12.800013,128,1508.301736
7.799995,78,1508.311446
8.599997,86,1508.316452
12.900013,129,1508.32615
14.200018,142,1508.32622
7.599995,76,1508.335932
15.200022,152,1508.336002
22.300049,223,1508.355098
12.600012,126,1508.374461
11.800009,118,1508.389334
13.000013,130,1508.389408
14.400019,144,1508.413615
14.80002,148,1508.423416
7.9999948,80,1508.471535
15.300022,153,1508.495874
18.100033,181,1508.495945
7.799995,78,1508.505698
11.700008,117,1508.505769
10.900005,109,1508.510544
0.6,6,1512.399162
0.70000005,7,1512.404358
1.1000001,11,1512.424642
1.1000001,11,1512.424714
1.3000002,13,1512.435185
1.3000002,13,1512.435256
1.4000002,14,1512.440293
11.500001,15,1512.445409
1.5000002,15,1512.445482
1.5000002,15,1512.445502
1.7000003,17,1512.45565
1.8000003,18,1512.46075
1.8000003,18,1512.460819
2.3,23,1512.486313
2.3,23,1512.486389
2.7999995,28,1512.511071
2.8999994,29,1512.516
2.9999993,30,1512.52075
3.199999,32,1512.530257
3.299999,33,1512.535065
4.1999984,42,1512.580198
4.1999984,42,1512.580271
4.499998,45,1512.595715
4.599998,46,1512.601167
4.699998,47,1512.606321
4.699998,47,1512.606396
4.8999977,49,1512.616833
5.0999975,51,1512.627118
5.499997,55,1512.647698
5.699997,57,1512.657209
5.799997,58,1512.661836
5.799997,58,1512.66191
6.499996,65,1512.694887
6.699996,67,1512.704575
6.9999957,70,1512.71886
17.099997,71,1512.723438
7.1999955,72,1512.72803
7.1999955,72,1512.728096
5.799997,58,1512.732717
5.1999974,52,1512.741775
7.899995,79,1512.760085
8.099995,81,1512.769555
8.399996,84,1512.783394
8.799997,88,1512.801918
6.899996,69,1512.8209
9.299999,93,1512.825662
9.5,95,1512.835004
10.100002,101,1512.862241
20.400003,104,1512.876407
7.3999953,74,1512.876488
7.2999954,73,1512.885797
10.700005,107,1512.89044
9.6,96,1512.890531
10.700005,107,1512.890552
10.900005,109,1512.900034
11.000006,110,1512.904778
9.4,94,1512.909423
10.100002,101,1512.927912
12.20001,122,1512.960731
12.20001,122,1512.960801
12.20001,122,1512.960822
11.2000065,112,1512.97491
12.800013,128,1512.989421
11.800009,118,1512.994073
8.299995,83,1512.994145
12.900013,129,1513.022565
13.600016,136,1513.027219
6.799996,68,1513.036599
8.199995,82,1513.041283
9.199999,92,1513.041353
9.800001,98,1513.045991
8.399996,84,1513.055322
14.400019,144,1513.065188
9.4,94,1513.089992
15.000021,150,1513.09474
15.100021,151,1513.099558
12.20001,122,1513.099627
15.200022,152,1513.104334
15.300022,153,1513.109053
7.599995,76,1513.127715
14.300018,143,1513.132488
14.500019,145,1513.141784
13.200014,132,1513.141854
6.9999957,70,1513.151343
12.500011,125,1513.174614
7.3999953,74,1513.184042
16.900028,169,1513.184113
17.30003,173,1513.202871
9.099998,91,1513.230714
12.900013,129,1513.235362
7.499995,75,1513.244557
7.799995,78,1513.244627
10.800005,108,1513.249291
16.500027,165,1513.249361
16.700027,167,1513.258556
9.5,95,1513.272633
19.000036,190,1513.281929
19.200037,192,1513.291103
8.499996,85,1513.291173
7.499995,75,1513.313951
11.400007,114,1513.318643
13.3000145,133,1513.318715
8.899998,89,1513.323251
8.599997,86,1513.332487
18.900036,189,1513.337064
12.400011,124,1513.341629
19.90004,199,1513.355379
6.499996,65,1513.359972
17.700031,177,1513.36927
10.200003,102,1513.369343
7.699995,77,1513.387459
11.300007,113,1513.406114
15.500023,155,1513.430076
8.799997,88,1513.434757
15.500023,155,1513.448529
10.600004,106,1513.457659
9.5,95,1513.480468
10.500004,105,1513.485247
16.600027,166,1513.509707
8.299995,83,1513.529003
7.3999953,74,1513.529077
10.500004,105,1513.533977
10.800005,108,1513.549335
7.0999956,71,1513.569759
10.100002,101,1513.575505
12.700012,127,1513.598237
0.1,1,1517.453968
0.8000001,8,1517.49034
0.8000001,8,1517.49041
0.9000001,9,1517.495384
1.1000001,11,1517.505406
1.7000003,17,1517.535463
2.3,23,1517.567302
2.3,23,1517.567383
2.3999999,24,1517.572583
2.6999996,27,1517.588044
2.8999994,29,1517.598314
3.0999992,31,1517.608498
3.6999986,37,1517.641857
3.6999986,37,1517.641935
13.899999,39,1517.652659
3.9999983,40,1517.657698
3.9999983,40,1517.657773
3.9999983,40,1517.657801
3.9999983,40,1517.657821
4.2999983,43,1517.672681
4.399998,44,1517.677665
5.0999975,51,1517.713224
5.0999975,51,1517.713308
5.2999973,53,1517.723667
15.499998,55,1517.733904
5.499997,55,1517.733988
5.499997,55,1517.734016
5.699997,57,1517.744052
5.8999968,59,1517.754902
5.9999967,60,1517.759907
6.0999966,61,1517.765212
6.499996,65,1517.784841
6.599996,66,1517.789785
6.899996,69,1517.804408
